"id","muestra","feature_id","feature_type","conteo_crudo","microbiota","tipo_tiempo"
"33309","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS10150","gene","1","4","preflight"
"33310","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10165","gene","24","4","preflight"
"33311","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS10165","gene","312","4","preflight"
"33312","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10165","gene","23","4","preflight"
"33313","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS10165","gene","39","4","preflight"
"33314","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10165","gene","30","4","preflight"
"33315","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10170","gene","8","4","preflight"
"33316","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS10170","gene","18","4","preflight"
"33317","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_UMB","gene-SAR_RS10170","gene","6","4","preflight"
"33318","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ARM","gene-SAR_RS10170","gene","38","4","preflight"
"33319","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10180","gene","2","4","preflight"
"33320","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10180","gene","26","4","preflight"
"33321","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10195","gene","64","4","preflight"
"33322","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10210","gene","18","4","preflight"
"33323","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10215","gene","26","4","preflight"
"33324","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10225","gene","22","4","preflight"
"33325","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10245","gene","7","4","preflight"
"33326","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS10260","gene","1","4","preflight"
"33327","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10260","gene","141","4","preflight"
"33328","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10260","gene","57","4","preflight"
"33329","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10270","gene","6","4","preflight"
"33330","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10275","gene","38","4","preflight"
"33331","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10290","gene","3","4","preflight"
"33332","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10290","gene","32","4","preflight"
"33333","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10290","gene","27","4","preflight"
"33334","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS10290","gene","1","4","preflight"
"33335","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10300","gene","130","4","preflight"
"33336","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10305","gene","8","4","preflight"
"33337","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10305","gene","45","4","preflight"
"33338","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10310","gene","12","4","preflight"
"33339","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10325","gene","38","4","preflight"
"33340","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10350","gene","38","4","preflight"
"33341","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS10355","gene","2","4","preflight"
"33342","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_WEB","gene-SAR_RS10355","gene","3","4","preflight"
"33343","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10395","gene","4","4","preflight"
"33344","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS10395","gene","1","4","preflight"
"33345","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10395","gene","182","4","preflight"
"33346","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10395","gene","24","4","preflight"
"33347","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS10395","gene","1","4","preflight"
"33348","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10400","gene","3","4","preflight"
"33349","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10400","gene","64","4","preflight"
"33350","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10405","gene","2","4","preflight"
"33351","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10405","gene","13","4","preflight"
"33352","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10420","gene","2","4","preflight"
"33353","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10420","gene","16","4","preflight"
"33354","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10420","gene","4","4","preflight"
"33355","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10425","gene","1","4","preflight"
"33356","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10435","gene","11","4","preflight"
"33357","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10435","gene","1","4","preflight"
"33358","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10440","gene","24","4","preflight"
"33359","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_PIT","gene-SAR_RS10440","gene","14","4","preflight"
"33360","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10445","gene","20","4","preflight"
"33361","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10455","gene","6","4","preflight"
"33362","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10455","gene","20","4","preflight"
"33363","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10465","gene","20","4","preflight"
"33364","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10470","gene","20","4","preflight"
"33365","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10475","gene","14","4","preflight"
"33366","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10480","gene","54","4","preflight"
"33367","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10490","gene","14","4","preflight"
"33368","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10495","gene","36","4","preflight"
"33369","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10500","gene","6","4","preflight"
"33370","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10505","gene","6","4","preflight"
"33371","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10505","gene","85","4","preflight"
"33372","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10515","gene","16","4","preflight"
"33373","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10530","gene","38","4","preflight"
"33374","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10540","gene","28","4","preflight"
"33375","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10555","gene","30","4","preflight"
"33376","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10575","gene","1","4","preflight"
"33377","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10580","gene","4","4","preflight"
"33378","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10595","gene","22","4","preflight"
"33379","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS10600","gene","55","4","preflight"
"33380","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10605","gene","180","4","preflight"
"33381","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10615","gene","8","4","preflight"
"33382","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS15980","gene","2","4","preflight"
"33383","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10630","gene","146","4","preflight"
"33384","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10645","gene","40","4","preflight"
"33385","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10660","gene","4","4","preflight"
"33386","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS15320","gene","170","4","preflight"
"33387","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10700","gene","24","4","preflight"
"33388","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10710","gene","14","4","preflight"
"33389","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10765","gene","2","4","preflight"
"33390","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10855","gene","16","4","preflight"
"33391","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10895","gene","4","4","preflight"
"33392","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10955","gene","39","4","preflight"
"33393","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10965","gene","38","4","preflight"
"33394","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10970","gene","16","4","preflight"
"33395","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS10995","gene","6","4","preflight"
"33396","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS10995","gene","116","4","preflight"
"33397","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS10995","gene","5","4","preflight"
"33398","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11010","gene","10","4","preflight"
"33399","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS16030","gene","5","4","preflight"
"33400","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS16030","gene","115","4","preflight"
"33401","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11055","gene","58","4","preflight"
"33402","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11070","gene","2","4","preflight"
"33403","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11075","gene","24","4","preflight"
"33404","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11080","gene","46","4","preflight"
"33405","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11100","gene","2","4","preflight"
"33406","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11100","gene","80","4","preflight"
"33407","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11105","gene","10","4","preflight"
"33408","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11115","gene","12","4","preflight"
"33409","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_WEB","gene-SAR_RS11125","gene","203","4","preflight"
"33410","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11145","gene","22","4","preflight"
"33411","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11190","gene","26","4","preflight"
"33412","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11190","gene","194","4","preflight"
"33413","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11190","gene","115","4","preflight"
"33414","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11190","gene","55","4","preflight"
"33415","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS11190","gene","11","4","preflight"
"33416","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11205","gene","32","4","preflight"
"33417","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11210","gene","1","4","preflight"
"33418","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11210","gene","83","4","preflight"
"33419","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11215","gene","1","4","preflight"
"33420","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11220","gene","56","4","preflight"
"33421","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11225","gene","24","4","preflight"
"33422","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11235","gene","15","4","preflight"
"33423","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11235","gene","29","4","preflight"
"33424","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11240","gene","10","4","preflight"
"33425","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11245","gene","4","4","preflight"
"33426","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11300","gene","114","4","preflight"
"33427","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11300","gene","6","4","preflight"
"33428","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_WEB","gene-SAR_RS11300","gene","5","4","preflight"
"33429","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS11300","gene","34","4","preflight"
"33430","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11305","gene","6","4","preflight"
"33431","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11310","gene","12","4","preflight"
"33432","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11310","gene","18","4","preflight"
"33433","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS11310","gene","20","4","preflight"
"33434","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11325","gene","2","4","preflight"
"33435","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11325","gene","26","4","preflight"
"33436","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11355","gene","154","4","preflight"
"33437","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11370","gene","14","4","preflight"
"33438","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11385","gene","2","4","preflight"
"33439","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11385","gene","298","4","preflight"
"33440","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11385","gene","1","4","preflight"
"33441","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ARM","gene-SAR_RS11385","gene","90","4","preflight"
"33442","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11400","gene","8","4","preflight"
"33443","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11405","gene","69","4","preflight"
"33444","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11420","gene","8","4","preflight"
"33445","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11420","gene","86","4","preflight"
"33446","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11425","gene","11","4","preflight"
"33447","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11425","gene","349","4","preflight"
"33448","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11425","gene","324","4","preflight"
"33449","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11425","gene","59","4","preflight"
"33450","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11425","gene","3","4","preflight"
"33451","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11430","gene","104","4","preflight"
"33452","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11435","gene","27","4","preflight"
"33453","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11435","gene","136","4","preflight"
"33454","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11435","gene","331","4","preflight"
"33455","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11435","gene","10","4","preflight"
"33456","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11435","gene","56","4","preflight"
"33457","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_WEB","gene-SAR_RS11435","gene","2","4","preflight"
"33458","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS11435","gene","60","4","preflight"
"33459","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11440","gene","59","4","preflight"
"33460","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11445","gene","2","4","preflight"
"33461","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11445","gene","90","4","preflight"
"33462","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11445","gene","1","4","preflight"
"33463","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11450","gene","6","4","preflight"
"33464","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11450","gene","79","4","preflight"
"33465","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11450","gene","1","4","preflight"
"33466","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS11450","gene","28","4","preflight"
"33467","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11455","gene","88","4","preflight"
"33468","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11460","gene","18","4","preflight"
"33469","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11465","gene","99","4","preflight"
"33470","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11470","gene","77","4","preflight"
"33471","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11475","gene","7","4","preflight"
"33472","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11475","gene","132","4","preflight"
"33473","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11485","gene","2","4","preflight"
"33474","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11500","gene","65","4","preflight"
"33475","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11500","gene","1","4","preflight"
"33476","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_PIT","gene-SAR_RS11500","gene","233","4","preflight"
"33477","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11515","gene","152","4","preflight"
"33478","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11515","gene","1077","4","preflight"
"33479","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11515","gene","124","4","preflight"
"33480","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11515","gene","2","4","preflight"
"33481","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11515","gene","286","4","preflight"
"33482","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAP","gene-SAR_RS11515","gene","144","4","preflight"
"33483","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11520","gene","3","4","preflight"
"33484","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11520","gene","46","4","preflight"
"33485","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11525","gene","2","4","preflight"
"33486","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11525","gene","1","4","preflight"
"33487","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11525","gene","446","4","preflight"
"33488","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11525","gene","46","4","preflight"
"33489","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11530","gene","32","4","preflight"
"33490","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11535","gene","20","4","preflight"
"33491","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_EAR","gene-SAR_RS11540","gene","11","4","preflight"
"33492","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11540","gene","192","4","preflight"
"33493","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_UMB","gene-SAR_RS11540","gene","35","4","preflight"
"33494","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11550","gene","98","4","preflight"
"33495","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_PIT","gene-SAR_RS11550","gene","19","4","preflight"
"33496","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11565","gene","32","4","preflight"
"33497","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11570","gene","22","4","preflight"
"33498","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11595","gene","22","4","preflight"
"33499","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11605","gene","31","4","preflight"
"33500","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11610","gene","80","4","preflight"
"33501","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_PIT","gene-SAR_RS11610","gene","1","4","preflight"
"33502","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11615","gene","237","4","preflight"
"33503","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11615","gene","138","4","preflight"
"33504","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11625","gene","24","4","preflight"
"33505","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11640","gene","44","4","preflight"
"33506","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11650","gene","448","4","preflight"
"33507","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11665","gene","153","4","preflight"
"33508","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11665","gene","68","4","preflight"
"33509","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11680","gene","65","4","preflight"
"33510","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11680","gene","72","4","preflight"
"33511","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ARM","gene-SAR_RS11680","gene","272","4","preflight"
"33512","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11690","gene","28","4","preflight"
"33513","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11700","gene","40","4","preflight"
"33514","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11710","gene","66","4","preflight"
"33515","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11715","gene","8","4","preflight"
"33516","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11720","gene","30","4","preflight"
"33517","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11725","gene","17","4","preflight"
"33518","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11730","gene","16","4","preflight"
"33519","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11735","gene","1","4","preflight"
"33520","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_TZO","gene-SAR_RS11735","gene","2","4","preflight"
"33521","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_GLU","gene-SAR_RS11740","gene","1","4","preflight"
"33522","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11740","gene","24","4","preflight"
"33523","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_UMB","gene-SAR_RS11740","gene","22","4","preflight"
"33524","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_ORC","gene-SAR_RS11745","gene","8","4","preflight"
"33525","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11785","gene","70","4","preflight"
"33526","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11810","gene","38","4","preflight"
"33527","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11815","gene","16","4","preflight"
"33528","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11820","gene","16","4","preflight"
"33529","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11830","gene","16","4","preflight"
"33530","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11835","gene","8","4","preflight"
"33531","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11840","gene","66","4","preflight"
"33532","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11850","gene","26","4","preflight"
"33533","GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_NAC","gene-SAR_RS11855","gene","42","4","preflight"
